时间,收盘点位,PB市值加权,温度
2019/7/16,3806.84,1.4987,25
2019/7/15,3824.19,1.5031,25.9
2019/7/12,3808.73,1.4988,25
2019/7/11,3785.22,1.4855,22.7
2019/7/10,3786.74,1.4826,22.2
2019/7/9,3793.13,1.4855,22.7
2019/7/8,3802.79,1.4886,23.3
2019/7/5,3893.2,1.5212,28.9
2019/7/4,3873.1,1.5148,27.9
2019/7/3,3893.53,1.5203,28.7
2019/7/2,3937.17,1.5292,29.9
2019/7/1,3935.81,1.5288,29.9
2019/6/28,3825.59,1.4934,24.1
2019/6/27,3834.82,1.4953,24.5
2019/6/26,3794.33,1.4815,22
2019/6/25,3801.31,1.4835,22.4
2019/6/24,3841.27,1.4974,24.8
2019/6/21,3833.94,1.4938,24.2
2019/6/20,3828.52,1.491,23.8
2019/6/19,3715.94,1.4525,18.1
2019/6/18,3667.62,1.4323,16.4
2019/6/17,3654.82,1.4282,16
2019/6/14,3654.88,1.3964,12.3
2019/6/13,3685.39,1.4053,13.3
2019/6/12,3691.1,1.4078,13.6
2019/6/11,3719.28,1.417,14.7
2019/6/10,3610.74,1.3827,11.3
2019/6/6,3564.68,1.3682,10
2019/6/5,3597.11,1.3785,10.9
2019/6/4,3598.47,1.3769,10.8
2019/6/3,3632.01,1.386,11.6
2019/5/31,3629.79,1.3822,11.3
2019/5/30,3641.18,1.3865,11.6
2019/5/29,3663.91,1.3907,11.9
2019/5/28,3672.26,1.3924,12
2019/5/27,3637.2,1.3805,11.1
2019/5/24,3593.91,1.3664,9.6
2019/5/23,3583.96,1.3626,9.1
2019/5/22,3649.38,1.3805,11.1
2019/5/21,3666.78,1.3864,11.6
2019/5/20,3617.79,1.371,10.3
2019/5/17,3648.76,1.3768,10.8
2019/5/16,3743.96,1.4071,13.5
2019/5/15,3727.09,1.4011,12.8
2019/5/14,3645.15,1.3745,10.6
2019/5/13,3668.73,1.3825,11.3
2019/5/10,3730.45,1.4037,13
2019/5/9,3599.7,1.3618,9
2019/5/8,3667.46,1.385,11.5
2019/5/7,3720.67,1.4044,13.1
2019/5/6,3684.62,1.3957,12.2
2019/4/30,3913.21,1.4731,20.5
2019/4/29,3900.33,1.4973,24.8
2019/4/26,3889.27,1.5043,26.2
2019/4/25,3941.82,1.5282,29.8
2019/4/24,4030.09,1.5617,33.5
2019/4/23,4019.01,1.5635,33.7
2019/4/22,4025.61,1.5675,34.1
2019/4/19,4120.61,1.6027,36.5
2019/4/18,4072.08,1.5916,35.7
2019/4/17,4087.24,1.5996,36.3
2019/4/16,4085.79,1.5965,36
2019/4/15,3975.52,1.5534,32.7
2019/4/12,3988.62,1.5552,32.9
2019/4/11,3997.58,1.5567,33.1
2019/4/10,4085.85,1.5847,35.2
2019/4/9,4075.43,1.5845,35.2
2019/4/8,4057.23,1.5843,35.1
2019/4/4,4062.23,1.585,35.3
2019/4/3,4022.16,1.5669,34
2019/4/2,3971.29,1.5489,32.2
2019/4/1,3973.93,1.5507,32.4
2019/3/29,3872.34,1.525,29.4
2019/3/28,3728.4,1.4797,21.6
2019/3/27,3743.39,1.4916,23.8
2019/3/26,3700.44,1.4779,21.2
2019/3/25,3742.83,1.4952,24.4
2019/3/22,3833.8,1.5338,30.5
2019/3/21,3836.89,1.5362,30.8
2019/3/20,3835.44,1.536,30.8
2019/3/19,3833.96,1.5388,31.2
2019/3/18,3851.75,1.5459,31.8
2019/3/15,3745.01,1.5078,26.7
2019/3/14,3698.49,1.4934,24.1
2019/3/13,3724.19,1.503,25.9
2019/3/12,3755.35,1.5187,28.5
2019/3/11,3729.95,1.5084,26.7
2019/3/8,3657.58,1.4839,22.5
2019/3/7,3808.85,1.5464,31.9
2019/3/6,3848.09,1.562,33.5
2019/3/5,3816.01,1.5469,32
2019/3/4,3794.1,1.5417,31.5
2019/3/1,3749.71,1.5265,29.6
2019/2/28,3669.37,1.4947,24.4
2019/2/27,3678.39,1.5024,25.8
2019/2/26,3684.69,1.4995,25.2
2019/2/25,3729.48,1.5171,28.2
2019/2/22,3520.12,1.433,16.4
2019/2/21,3442.71,1.408,13.6
2019/2/20,3451.93,1.4132,14.2
2019/2/19,3439.61,1.4077,13.5
2019/2/18,3445.74,1.4092,13.7
2019/2/15,3338.7,1.3711,10.3
2019/2/14,3402.14,1.3966,12.3
2019/2/13,3397.03,1.398,12.4
2019/2/12,3330.34,1.3719,10.4
2019/2/11,3306.47,1.3641,9.4
2019/2/1,3247.4,1.3474,7.5
2019/1/31,3201.63,1.3332,6.2
2019/1/30,3168.48,1.3179,4.9
2019/1/29,3193.97,1.3261,5.7
2019/1/28,3183.78,1.3215,5.3
2019/1/25,3184.47,1.3214,5.3
2019/1/24,3158.78,1.3103,4.5
2019/1/23,3141.05,1.3038,4.1
2019/1/22,3143.32,1.3034,4.1
2019/1/21,3185.64,1.3201,5.2
2019/1/18,3168.17,1.3121,4.7
2019/1/17,3111.42,1.2893,3.3
2019/1/16,3128.65,1.2937,3.7
2019/1/15,3127.99,1.2929,3.5
2019/1/14,3067.78,1.2728,2.6
2019/1/11,3094.78,1.2835,3.1
2019/1/10,3072.69,1.2749,2.7
2019/1/9,3078.48,1.2804,2.9
2019/1/8,3047.7,1.2688,2.4
2019/1/7,3054.3,1.2711,2.5
2019/1/4,3035.87,1.2662,2.3
2019/1/3,2964.84,1.2404,1.3
2019/1/2,2969.54,1.2402,1.3
2018/12/28,3010.65,1.2584,2
2018/12/27,2990.51,1.2514,1.8
2018/12/26,3002.03,1.2563,1.9
2018/12/25,3017.28,1.2602,2
2018/12/24,3038.2,1.2691,2.4
2018/12/21,3029.4,1.2657,2.3
2018/12/20,3067.42,1.2787,2.8
2018/12/19,3091.13,1.2896,3.4
2018/12/18,3128.43,1.3035,4.1
2018/12/17,3161.2,1.3165,4.8
2018/12/14,3165.91,1.2913,3.4
2018/12/13,3219.69,1.3101,4.4
2018/12/12,3170.61,1.2928,3.5
2018/12/11,3159.82,1.2873,3.3
2018/12/10,3144.76,1.2832,3.1
2018/12/7,3181.56,1.2953,3.7
2018/12/6,3181.67,1.2944,3.7
2018/12/5,3252,1.3189,5.1
2018/12/4,3267.71,1.3254,5.6
2018/12/3,3260.95,1.323,5.5
2018/11/30,3172.69,1.291,3.4
2018/11/29,3137.65,1.279,2.9
2018/11/28,3178.93,1.2931,3.6
2018/11/27,3137.24,1.2792,2.9
2018/11/26,3141.24,1.282,3
2018/11/23,3143.48,1.2828,3
2018/11/22,3214.43,1.3076,4.3
2018/11/21,3226.49,1.3117,4.6
2018/11/20,3218.41,1.3104,4.5
2018/11/19,3294.6,1.3371,6.6
2018/11/16,3257.67,1.3223,5.4
2018/11/15,3242.37,1.3184,5
2018/11/14,3204.94,1.3037,4.1
2018/11/13,3237.38,1.3187,5.1
2018/11/12,3205.14,1.3095,4.4
2018/11/9,3167.44,1.2984,3.8
2018/11/8,3212.77,1.3219,5.4
2018/11/7,3221.91,1.3236,5.5
2018/11/6,3243.15,1.3327,6.1
2018/11/5,3262.84,1.3387,6.7
2018/11/2,3290.25,1.3485,7.7
2018/11/1,3177.03,1.3112,4.6
2018/10/31,3153.82,1.3084,4.3
2018/10/30,3110.26,1.3208,5.2
2018/10/29,3076.89,1.3224,5.4
2018/10/26,3173.64,1.3662,9.6
2018/10/25,3194.31,1.3764,10.7
2018/10/24,3188.2,1.373,10.5
2018/10/23,3183.43,1.3782,10.9
2018/10/22,3270.27,1.4151,14.4
2018/10/19,3134.95,1.3627,9.2
2018/10/18,3044.39,1.3251,5.5
2018/10/17,3118.25,1.3616,9
2018/10/16,3100.97,1.3536,8.2
2018/10/15,3126.45,1.3592,8.8
2018/10/12,3170.73,1.3792,11
2018/10/11,3124.11,1.3565,8.5
2018/10/10,3281.6,1.421,15.1
2018/10/9,3288.69,1.4199,15.1
2018/10/8,3290.9,1.419,15
2018/9/28,3438.86,1.4803,21.9
2018/9/27,3403.59,1.4641,19.2
2018/9/26,3417.24,1.4681,19.8
2018/9/25,3379.8,1.4529,18.1
2018/9/21,3410.49,1.4657,19.6
2018/9/20,3310.13,1.42,15.1
2018/9/19,3312.48,1.4193,15
2018/9/18,3269.43,1.4011,12.8
2018/9/17,3204.92,1.3767,10.8
2018/9/14,3242.09,1.3903,11.8
2018/9/13,3236.57,1.3881,11.7
2018/9/12,3202.02,1.3704,10.2
2018/9/11,3224.21,1.3773,10.9
2018/9/10,3230.07,1.3797,11
2018/9/7,3277.64,1.3954,12.2
2018/9/6,3262.88,1.3904,11.8
2018/9/5,3298.14,1.4001,12.7
2018/9/4,3363.9,1.4273,16
2018/9/3,3321.82,1.411,13.9
2018/8/31,3334.5,1.4148,14.3
2018/8/30,3351.09,1.4211,15.2
2018/8/29,3386.57,1.4378,16.7
2018/8/28,3400.17,1.4562,18.5
2018/8/27,3406.57,1.4591,18.7
2018/8/24,3325.33,1.4311,16.3
2018/8/23,3320.03,1.425,15.7
2018/8/22,3307.95,1.4211,15.2
2018/8/21,3326.65,1.4322,16.4
2018/8/20,3267.25,1.4115,13.9
2018/8/17,3229.62,1.3941,12.2
2018/8/16,3276.73,1.4105,13.8
2018/8/15,3291.98,1.4173,14.7
2018/8/14,3372.91,1.448,17.6
2018/8/13,3390.34,1.4522,18.1
2018/8/10,3405.02,1.462,18.9
2018/8/9,3397.53,1.4634,19.1
2018/8/8,3314.51,1.435,16.6
2018/8/7,3368.87,1.4545,18.3
2018/8/6,3273.2728,1.4149,14.3
2018/8/3,3315.2839,1.4282,16
2018/8/2,3370.9579,1.4431,17.1
2018/8/1,3447.3882,1.4735,20.7
2018/7/31,3517.6568,1.5028,25.8
2018/7/30,3515.0794,1.4978,24.9
2018/7/27,3521.2269,1.4965,24.7
2018/7/26,3536.2456,1.501,25.6
2018/7/25,3577.7522,1.5155,28
2018/7/24,3581.7057,1.5166,28.1
2018/7/23,3525.7503,1.4957,24.6
2018/7/20,3492.8938,1.4777,21.2
2018/7/19,3428.343,1.4421,17
2018/7/18,3431.3227,1.4453,17.3
2018/7/17,3449.3773,1.4505,17.8
2018/7/16,3472.0859,1.4588,18.7
2018/7/13,3492.6897,1.4698,20.1
2018/7/12,3481.0559,1.4648,19.3
2018/7/11,3407.5297,1.4321,16.3
2018/7/10,3467.5155,1.4556,18.4
2018/7/9,3459.1837,1.4511,17.9
2018/7/6,3365.1227,1.4093,13.7
2018/7/5,3342.4379,1.4005,12.7
2018/7/4,3363.7473,1.4038,13.1
2018/7/3,3409.2801,1.418,14.8
2018/7/2,3407.9638,1.4149,14.3
2018/6/29,3510.9845,1.4621,18.9
2018/6/28,3423.5255,1.4293,16.1
2018/6/27,3459.2621,1.4426,17
2018/6/26,3531.1112,1.465,19.4
2018/6/25,3560.4777,1.4797,21.6
2018/6/22,3608.9046,1.5006,25.4
2018/6/21,3592.965,1.4954,24.5
2018/6/20,3635.4436,1.5103,27
2018/6/19,3621.1166,1.5105,27.1
2018/6/15,3753.4338,1.5528,32.6
2018/6/14,3773.3655,1.5533,32.7
2018/6/13,3788.3391,1.5556,33
2018/6/12,3825.9534,1.5676,34.1
2018/6/11,3779.9818,1.5514,32.5
2018/6/8,3779.6159,1.5175,28.3
2018/6/7,3831.0128,1.538,31.1
2018/6/6,3837.3511,1.5361,30.8
2018/6/5,3845.3164,1.5395,31.2
2018/6/4,3807.5781,1.5278,29.8
2018/6/1,3770.5891,1.5146,27.8
2018/5/31,3802.3759,1.524,29.1
2018/5/30,3723.3724,1.4972,24.8
2018/5/29,3804.0093,1.5307,30.1
2018/5/28,3833.2599,1.54,31.3
2018/5/25,3816.498,1.5374,30.9
2018/5/24,3827.217,1.5387,31.2
2018/5/23,3854.5825,1.5491,32.2
2018/5/22,3906.2081,1.5732,34.4
2018/5/21,3921.2421,1.5805,34.8
2018/5/18,3903.0637,1.5765,34.6
2018/5/17,3864.0507,1.5541,32.8
2018/5/16,3892.8442,1.5624,33.6
2018/5/15,3924.0975,1.5777,34.7
2018/5/14,3909.2933,1.5731,34.4
2018/5/11,3872.8383,1.5625,33.6
2018/5/10,3893.0565,1.5649,33.7
2018/5/9,3871.6152,1.5573,33.1
2018/5/8,3878.6767,1.5583,33.2
2018/5/7,3834.1877,1.5421,31.6
2018/5/4,3774.5981,1.5203,28.7
2018/5/3,3793.0001,1.5271,29.7
2018/5/2,3763.6461,1.5174,28.2
2018/4/27,3756.8765,1.5357,30.7
2018/4/26,3755.4941,1.5403,31.3
2018/4/25,3828.7015,1.5658,33.9
2018/4/24,3843.4886,1.579,34.8
2018/4/23,3766.3257,1.5513,32.5
2018/4/20,3760.8543,1.5495,32.2
2018/4/19,3811.843,1.5706,34.2
2018/4/18,3766.282,1.5538,32.7
2018/4/17,3748.6412,1.5433,31.6
2018/4/16,3808.863,1.5649,33.7
2018/4/13,3871.1443,1.596,35.9
2018/4/12,3898.6354,1.6079,37.3
2018/4/11,3938.3434,1.6275,39.5
2018/4/10,3927.1729,1.6188,38.3
2018/4/9,3852.9292,1.5834,35
2018/4/4,3854.8625,1.5821,34.9
2018/4/3,3862.4796,1.5864,35.3
2018/4/2,3886.9189,1.599,36.2
2018/3/30,3898.4977,1.6084,37.3
2018/3/29,3894.0498,1.6145,37.8
2018/3/28,3842.7155,1.5939,35.8
2018/3/27,3913.2689,1.6247,39.1
2018/3/26,3879.893,1.6186,38.2
2018/3/23,3904.9355,1.6439,41.2
2018/3/22,4020.349,1.6889,48.3
2018/3/21,4061.0502,1.7024,50.1
2018/3/20,4077.7041,1.7104,51.3
2018/3/19,4074.2479,1.7043,50.3
2018/3/16,4056.4226,1.6968,49.3
2018/3/15,4096.1627,1.7135,51.8
2018/3/14,4073.3447,1.7079,50.9
2018/3/13,4091.2533,1.7163,51.9
2018/3/12,4127.6662,1.7267,53.1
2018/3/9,4108.8652,1.7226,52.5
2018/3/8,4077.6001,1.7134,51.7
2018/3/7,4036.6536,1.7047,50.4
2018/3/6,4066.5647,1.712,51.6
2018/3/5,4018.097,1.696,49.2
2018/3/2,4016.461,1.6964,49.3
2018/3/1,4049.0863,1.7091,51.1
2018/2/28,4023.6415,1.7036,50.3
2018/2/27,4058.9806,1.7224,52.5
2018/2/26,4118.4186,1.7526,55.3
2018/2/23,4071.0889,1.7356,54
2018/2/22,4052.7332,1.7261,53
2018/2/14,3966.9614,1.6867,48
2018/2/13,3935.6324,1.6763,46.1
2018/2/12,3890.1046,1.6562,43.1
2018/2/9,3840.6527,1.6482,41.9
2018/2/8,4012.0472,1.7179,52.1
2018/2/7,4050.4972,1.7523,55.3
2018/2/6,4148.8856,1.8037,58
2018/2/5,4274.1464,1.8568,61.3
2018/2/2,4271.2326,1.8409,60.1
2018/2/1,4245.8978,1.8291,59.5
2018/1/31,4275.8986,1.8301,59.5
2018/1/30,4256.1021,1.821,58.9
2018/1/29,4302.0181,1.8459,60.4
2018/1/26,4381.2996,1.8691,62.3
2018/1/25,4365.0794,1.8607,61.6
2018/1/24,4389.8853,1.8706,62.3
2018/1/23,4382.6129,1.8679,62.2
2018/1/22,4336.5974,1.8315,59.6
2018/1/19,4285.395,1.8199,58.8
2018/1/18,4271.4168,1.8097,58.3
2018/1/17,4248.1164,1.7872,57.3
2018/1/16,4258.473,1.7824,57
2018/1/15,4225.2393,1.7685,56.3
2018/1/12,4225.001,1.7619,55.9
2018/1/11,4205.5863,1.7552,55.5
2018/1/10,4207.8132,1.7529,55.4
2018/1/9,4189.2977,1.7405,54.3
2018/1/8,4160.1595,1.735,53.9
2018/1/5,4138.7505,1.7276,53.2
2018/1/4,4128.8119,1.7229,52.5
2018/1/3,4111.3925,1.7166,51.9
2018/1/2,4087.4012,1.7083,51
2017/12/29,4030.8549,1.686,47.9
2017/12/28,4018.8974,1.6797,46.7
2017/12/27,3991.2075,1.6692,44.7
2017/12/26,4053.6224,1.6889,48.3
2017/12/25,4041.5401,1.6791,46.6
2017/12/22,4054.5984,1.6828,47.3
2017/12/21,4067.8485,1.6856,47.8
2017/12/20,4030.4898,1.6756,45.9
2017/12/19,4035.3294,1.676,46
2017/12/18,3985.2914,1.656,43.1
2017/12/15,3980.8558,1.652,42.5
2017/12/14,4026.1516,1.668,44.5
2017/12/13,4050.0927,1.678,46.4
2017/12/12,4016.0163,1.6652,44.2
2017/12/11,4069.4997,1.6871,48.1
2017/12/8,4003.3792,1.6574,43.3
2017/12/7,3971.0569,1.65,42.2
2017/12/6,4015.8211,1.6672,44.4
2017/12/5,4040.1704,1.6779,46.4
2017/12/4,4018.8571,1.6645,44.1
2017/12/1,3998.1365,1.6586,43.4
2017/11/30,4006.0993,1.6634,44
2017/11/29,4053.7529,1.6781,46.4
2017/11/28,4055.8235,1.6775,46.3
2017/11/27,4049.9475,1.6797,46.7
2017/11/24,4104.2034,1.7003,49.8
2017/11/23,4102.3966,1.7,49.8
2017/11/22,4227.5666,1.7429,54.4
2017/11/21,4217.7015,1.7287,53.4
2017/11/20,4143.8334,1.7089,51
2017/11/17,4120.8508,1.6979,49.4
2017/11/16,4105.0122,1.6847,47.6
2017/11/15,4073.6696,1.6809,46.9
2017/11/14,4099.35,1.6932,48.7
2017/11/13,4128.0733,1.7026,50.1
2017/11/10,4111.9112,1.6942,48.8
2017/11/9,4075.8998,1.6908,48.5
2017/11/8,4048.0057,1.6848,47.7
2017/11/7,4054.2465,1.6873,48.1
2017/11/6,4020.8896,1.6732,45.4
2017/11/3,3992.6979,1.6693,44.8
2017/11/2,3997.1343,1.6723,45.3
2017/11/1,3996.6221,1.673,45.4
2017/10/31,4006.7179,1.6735,45.5
2017/10/30,4009.7218,1.7283,53.4
2017/10/27,4021.9676,1.7478,54.8
2017/10/26,3993.5752,1.747,54.8
2017/10/25,3976.949,1.7484,54.9
2017/10/24,3959.3953,1.7492,54.9
2017/10/23,3930.7981,1.7387,54.2
2017/10/20,3926.852,1.7453,54.7
2017/10/19,3931.2495,1.7494,55
2017/10/18,3944.1626,1.751,55.2
2017/10/17,3913.0688,1.7348,53.9
2017/10/16,3913.4462,1.7379,54.1
2017/10/13,3921.0017,1.7355,54
2017/10/12,3912.9536,1.7352,54
2017/10/11,3902.6868,1.7344,53.8
2017/10/10,3889.8637,1.728,53.3
2017/10/9,3882.2076,1.7249,52.8
2017/9/29,3836.5013,1.7098,51.2
2017/9/28,3822.5386,1.7072,50.8
2017/9/27,3821.2,1.7074,50.9
2017/9/26,3820.7816,1.7113,51.5
2017/9/25,3817.7915,1.7103,51.3
2017/9/22,3837.7304,1.711,51.4
2017/9/21,3837.8176,1.7101,51.2
2017/9/20,3842.4353,1.706,50.6
2017/9/19,3832.1161,1.7015,50
2017/9/18,3843.1428,1.7032,50.2
2017/9/15,3831.2965,1.7002,49.8
2017/9/14,3829.9554,1.7041,50.3
2017/9/13,3842.6061,1.7122,51.6
2017/9/12,3837.9341,1.7123,51.7
2017/9/11,3825.6453,1.7077,50.9
2017/9/8,3825.9895,1.7079,50.9
2017/9/7,3829.8713,1.7094,51.2
2017/9/6,3849.4499,1.7193,52.3
2017/9/5,3857.0464,1.7222,52.4
2017/9/4,3845.6163,1.7146,51.9
2017/9/1,3830.5383,1.7059,50.5
2017/8/31,3822.0928,1.706,50.6
2017/8/30,3834.3005,1.7175,52
2017/8/29,3834.5376,1.7268,53.1
2017/8/28,3842.7119,1.7278,53.3
2017/8/25,3795.7544,1.7145,51.8
2017/8/24,3734.6458,1.6815,47.1
2017/8/23,3756.0884,1.688,48.2
2017/8/22,3752.298,1.6831,47.4
2017/8/21,3740.9941,1.6783,46.4
2017/8/18,3724.6748,1.674,45.6
2017/8/17,3721.277,1.6749,45.8
2017/8/16,3701.4207,1.6666,44.3
2017/8/15,3706.0566,1.6697,44.8
2017/8/14,3694.6831,1.6595,43.4
2017/8/11,3647.3503,1.6469,41.7
2017/8/10,3715.9208,1.6723,45.3
2017/8/9,3731.044,1.6771,46.2
2017/8/8,3732.2129,1.6857,47.8
2017/8/7,3726.7948,1.6824,47.2
2017/8/4,3707.5796,1.6771,46.2
2017/8/3,3727.8264,1.6833,47.5
2017/8/2,3760.8525,1.6966,49.3
2017/8/1,3770.3828,1.6958,49.1
2017/7/31,3737.8732,1.6804,46.9
2017/7/28,3721.8914,1.6766,46.1
2017/7/27,3712.1947,1.6728,45.3
2017/7/26,3705.3884,1.6732,45.4
2017/7/25,3719.559,1.6714,45.2
2017/7/24,3743.4686,1.6728,45.3
2017/7/21,3728.5976,1.6685,44.6
2017/7/20,3747.8843,1.6748,45.8
2017/7/19,3729.7466,1.6676,44.5
2017/7/18,3667.1807,1.6455,41.4
2017/7/17,3663.5575,1.6466,41.6
2017/7/14,3703.094,1.6488,42
2017/7/13,3686.9205,1.6376,40.5
2017/7/12,3658.8236,1.6197,38.4
2017/7/11,3670.8086,1.6222,38.7
2017/7/10,3653.6868,1.6089,37.4
2017/7/7,3655.9293,1.608,37.3
2017/7/6,3660.0967,1.6071,37
2017/7/5,3659.6795,1.6047,36.8
2017/7/4,3619.9841,1.5908,35.7
2017/7/3,3650.8463,1.5994,36.3
2017/6/30,3666.7977,1.6037,36.6
2017/6/29,3668.8279,1.5992,36.2
2017/6/28,3646.1666,1.5891,35.5
2017/6/27,3674.7152,1.5985,36.1
2017/6/26,3668.0919,1.5963,36
2017/6/23,3622.8831,1.5837,35.1
2017/6/22,3590.3425,1.573,34.4
2017/6/21,3587.955,1.5673,34.1
2017/6/20,3546.494,1.554,32.8
2017/6/19,3553.6653,1.5553,32.9
2017/6/16,3518.7611,1.5451,31.8
2017/6/15,3528.7926,1.5469,32
2017/6/14,3535.2987,1.5525,32.6
2017/6/13,3582.2674,1.5661,33.9
2017/6/12,3574.3894,1.5635,33.7
2017/6/9,3576.1703,1.5398,31.3
2017/6/8,3560.9786,1.5337,30.5
2017/6/7,3533.8718,1.5254,29.4
2017/6/6,3492.8816,1.5108,27.2
2017/6/5,3468.7538,1.5032,26
2017/6/2,3486.5074,1.5178,28.3
2017/6/1,3497.7382,1.5242,29.2
2017/5/31,3492.8845,1.5177,28.3
2017/5/26,3480.43,1.5117,27.3
2017/5/25,3485.6581,1.5105,27.1
2017/5/24,3424.1669,1.4855,22.7
2017/5/23,3424.194,1.4864,23
2017/5/22,3411.2387,1.4754,20.9
2017/5/19,3403.8492,1.4688,19.9
2017/5/18,3398.1127,1.468,19.8
2017/5/17,3409.9656,1.4708,20.3
2017/5/16,3428.6491,1.48,21.8
2017/5/15,3399.1937,1.4746,20.8
2017/5/12,3385.3787,1.4703,20.2
2017/5/11,3356.6459,1.4549,18.4
2017/5/10,3337.7007,1.4447,17.2
2017/5/9,3352.5324,1.448,17.6
2017/5/8,3358.8125,1.4513,17.9
2017/5/5,3382.5502,1.4559,18.4
2017/5/4,3404.3864,1.4619,18.9
2017/5/3,3413.1282,1.4639,19.2
2017/5/2,3426.5766,1.4702,20.2
2017/4/28,3439.75,1.5007,25.5
2017/4/27,3446.7202,1.5158,28
2017/4/26,3445.1832,1.5185,28.4
2017/4/25,3440.9743,1.5177,28.3
2017/4/24,3431.2587,1.5168,28.1
2017/4/21,3466.7865,1.5314,30.1
2017/4/20,3461.5481,1.5241,29.1
2017/4/19,3445.8761,1.5207,28.8
2017/4/18,3462.7429,1.5316,30.2
2017/4/17,3479.9417,1.5426,31.6
2017/4/14,3486.5045,1.5464,31.9
2017/4/13,3514.5662,1.5583,33.2
2017/4/12,3509.4387,1.5592,33.3
2017/4/11,3517.328,1.561,33.4
2017/4/10,3505.1392,1.5559,33
2017/4/7,3517.4634,1.5607,33.4
2017/4/6,3514.0469,1.5579,33.2
2017/4/5,3503.8932,1.5553,32.9
2017/3/31,3456.05,1.5386,31.1
2017/3/30,3436.758,1.5354,30.6
2017/3/29,3465.1933,1.5464,31.9
2017/3/28,3469.8093,1.5496,32.3
2017/3/27,3478.0385,1.5546,32.8
2017/3/24,3489.5997,1.5599,33.4
2017/3/23,3461.9782,1.5474,32.1
2017/3/22,3450.0502,1.5445,31.7
2017/3/21,3466.3468,1.5542,32.8
2017/3/20,3449.6126,1.5483,32.1
2017/3/17,3445.8051,1.5447,31.7
2017/3/16,3481.5066,1.5598,33.3
2017/3/15,3463.6436,1.5528,32.6
2017/3/14,3456.6934,1.5507,32.4
2017/3/13,3458.098,1.5501,32.3
2017/3/10,3427.8916,1.5377,31
2017/3/9,3426.9438,1.5397,31.2
2017/3/8,3448.7313,1.5496,32.3
2017/3/7,3453.9565,1.5514,32.5
2017/3/6,3446.484,1.5473,32.1
2017/3/3,3427.8628,1.5423,31.6
2017/3/2,3435.0963,1.5484,32.2
2017/3/1,3458.4376,1.5576,33.2
2017/2/28,3452.8103,1.5556,33
2017/2/27,3446.2228,1.5523,32.6
2017/2/24,3473.8517,1.5653,33.9
2017/2/23,3473.3236,1.5668,34
2017/2/22,3489.7567,1.5739,34.5
2017/2/21,3482.823,1.57,34.2
2017/2/20,3471.3926,1.566,33.9
2017/2/17,3421.4419,1.5452,31.8
2017/2/16,3440.9331,1.5561,33.1
2017/2/15,3421.7131,1.5505,32.4
2017/2/14,3435.8042,1.5509,32.4
2017/2/13,3436.275,1.5497,32.3
2017/2/10,3413.4868,1.5398,31.3
2017/2/9,3396.2924,1.5315,30.2
2017/2/8,3383.2878,1.5255,29.5
2017/2/7,3365.6849,1.5197,28.6
2017/2/6,3373.2051,1.5229,29
2017/2/3,3364.4923,1.5194,28.5
2017/1/26,3387.9606,1.5313,30.1
2017/1/25,3375.9042,1.5261,29.6
2017/1/24,3364.4509,1.5225,29
2017/1/23,3364.0808,1.5165,28
2017/1/20,3354.8891,1.5127,27.6
2017/1/19,3329.2891,1.5053,26.3
2017/1/18,3339.3653,1.5107,27.2
2017/1/17,3326.3563,1.5056,26.4
2017/1/16,3319.4455,1.5044,26.2
2017/1/13,3319.9122,1.4993,25.1
2017/1/12,3317.6241,1.4951,24.4
2017/1/11,3334.4954,1.5093,26.9
2017/1/10,3358.2716,1.5086,26.7
2017/1/9,3363.9014,1.5118,27.3
2017/1/6,3347.6665,1.505,26.3
2017/1/5,3367.7892,1.5092,26.8
2017/1/4,3368.3117,1.5062,26.4
2017/1/3,3342.2272,1.4964,24.7
2016/12/30,3310.08,1.4814,22
2016/12/29,3297.7648,1.4765,21
2016/12/28,3301.8887,1.4782,21.3
2016/12/27,3316.3852,1.4838,22.4
2016/12/26,3322.4006,1.4895,23.4
2016/12/23,3307.5991,1.4831,22.3
2016/12/22,3335.672,1.4933,24
2016/12/21,3338.536,1.4922,23.9
2016/12/20,3309.0641,1.4758,21
2016/12/19,3328.9827,1.4851,22.6
2016/12/16,3346.0305,1.4901,23.6
2016/12/15,3340.4338,1.4897,23.5
2016/12/14,3378.9453,1.5126,27.5
2016/12/13,3405.0355,1.5211,28.8
2016/12/12,3409.1794,1.5249,29.3
2016/12/9,3493.7004,1.5221,28.9
2016/12/8,3470.1426,1.5068,26.6
2016/12/7,3475.7473,1.5093,26.9
2016/12/6,3459.1533,1.5035,26.1
2016/12/5,3469.4073,1.5096,26.9
2016/12/2,3528.9547,1.5317,30.2
2016/12/1,3565.036,1.5403,31.3
2016/11/30,3538.001,1.529,29.9
2016/11/29,3564.0404,1.5453,31.8
2016/11/28,3535.0807,1.5333,30.5
2016/11/25,3521.2984,1.5243,29.2
2016/11/24,3488.7402,1.5096,26.9
2016/11/23,3474.7289,1.5064,26.5
2016/11/22,3468.3637,1.505,26.3
2016/11/21,3441.1106,1.491,23.8
2016/11/18,3417.4554,1.4778,21.2
2016/11/17,3436.535,1.486,22.9
2016/11/16,3429.5921,1.4841,22.5
2016/11/15,3429.8697,1.4842,22.5
2016/11/14,3430.2482,1.4867,23.1
2016/11/11,3417.2211,1.4797,21.6
2016/11/10,3390.6119,1.4684,19.8
2016/11/9,3353.0547,1.452,18
2016/11/8,3371.1177,1.4609,18.8
