时间,收盘点位,PB市值加权,温度
2011/4/29,3192.723,2.2787,73.8
2011/4/28,3161.776,2.3144,74.9
2011/4/27,3209.503,2.3596,76
2011/4/26,3230.96,2.369,76.6
2011/4/25,3249.574,2.3889,77.5
2011/4/22,3299.942,2.4244,78.9
2011/4/21,3317.367,2.4415,79.5
2011/4/20,3295.758,2.4289,79.1
2011/4/19,3295.812,2.4285,79
2011/4/18,3359.438,2.4814,80.8
2011/4/15,3358.944,2.4786,80.7
2011/4/14,3353.56,2.4728,80.5
2011/4/13,3372.031,2.4804,80.7
2011/4/12,3326.771,2.4551,79.9
2011/4/11,3333.427,2.4591,80
2011/4/8,3353.358,2.4665,80.2
2011/4/7,3324.419,2.453,79.8
2011/4/6,3311.067,2.4503,79.8
2011/4/1,3272.729,2.4222,78.8
2011/3/31,3223.288,2.3947,77.8
2011/3/30,3256.08,2.4294,79.1
2011/3/29,3257.979,2.4356,79.3
2011/3/28,3290.571,2.4593,80
2011/3/25,3294.484,2.4881,81
2011/3/24,3251.361,2.4715,80.4
2011/3/23,3264.926,2.4758,80.6
2011/3/22,3222.961,2.4535,79.8
2011/3/21,3207.11,2.4445,79.6
2011/3/18,3215.685,2.4408,79.4
2011/3/17,3197.1,2.4472,79.7
2011/3/16,3248.195,2.4729,80.5
2011/3/15,3203.961,2.4456,79.6
2011/3/14,3262.92,2.4837,80.9
2011/3/11,3247.376,2.4833,80.9
2011/3/10,3280.259,2.5068,81.4
2011/3/9,3338.858,2.5494,81.7
2011/3/8,3337.457,2.549,81.7
2011/3/7,3334.51,2.5497,81.7
2011/3/4,3270.666,2.5011,81.2
2011/3/3,3221.718,2.4682,80.3
2011/3/2,3243.298,2.4707,80.4
2011/3/1,3254.893,2.4754,80.6
2011/2/28,3239.559,2.4669,80.2
2011/2/25,3197.617,2.4499,79.8
2011/2/24,3190.935,2.4482,79.7
2011/2/23,3174.742,2.4369,79.3
2011/2/22,3163.578,2.4375,79.4
2011/2/21,3257.908,2.502,81.3
2011/2/18,3211.876,2.478,80.7
2011/2/17,3245.907,2.5011,81.2
2011/2/16,3248.527,2.5036,81.4
2011/2/15,3217.671,2.4868,81
2011/2/14,3219.143,2.4892,81.1
2011/2/11,3120.956,2.4207,78.7
2011/2/10,3104.163,2.4133,78.5
2011/2/9,3040.949,2.3772,77
2011/2/1,3077.283,2.4038,78.2
2011/1/31,3076.508,2.3984,77.9
2011/1/28,3036.735,2.367,76.4
2011/1/27,3026.466,2.3697,76.6
2011/1/26,2978.431,2.3351,75.4
2011/1/25,2938.654,2.3112,74.9
2011/1/24,2954.232,2.3224,75
2011/1/21,2983.456,2.3377,75.4
2011/1/20,2944.713,2.3051,74.8
2011/1/19,3044.851,2.3733,76.7
2011/1/18,2977.648,2.3339,75.3
2011/1/17,2974.35,2.3328,75.3
2011/1/14,3091.862,2.4073,78.3
2011/1/13,3141.284,2.4351,79.3
2011/1/12,3142.337,2.4263,79
2011/1/11,3124.922,2.4138,78.5
2011/1/10,3108.187,2.3978,77.9
2011/1/7,3166.624,2.4341,79.2
2011/1/6,3159.643,2.4163,78.7
2011/1/5,3175.662,2.433,79.1
2011/1/4,3189.682,2.4492,79.7
2010/12/31,3128.261,2.341,75.5
2010/12/30,3064.098,2.3018,74.7
2010/12/29,3061.83,2.2944,74.5
2010/12/28,3044.931,2.2854,74.1
2010/12/27,3099.709,2.323,75
2010/12/24,3162.955,2.3612,76.1
2010/12/23,3188.607,2.3757,76.8
2010/12/22,3215.453,2.3894,77.6
2010/12/21,3249.509,2.4112,78.4
2010/12/20,3178.657,2.3647,76.3
2010/12/17,3225.661,2.3991,78
2010/12/16,3230.665,2.4063,78.3
2010/12/15,3247.644,2.4178,78.7
2010/12/14,3269.474,2.434,79.2
2010/12/13,3261.061,2.4346,79.3
2010/12/10,3161.977,2.3685,76.5
2010/12/9,3123.366,2.3462,75.6
2010/12/8,3171.882,2.3756,76.8
2010/12/7,3200.339,2.4007,78
2010/12/6,3165.57,2.3855,77.4
2010/12/3,3158.156,2.3678,76.5
2010/12/2,3155.059,2.366,76.4
2010/12/1,3136.024,2.3428,75.5
2010/11/30,3136.985,2.3397,75.5
2010/11/29,3190.05,2.3737,76.8
2010/11/26,3194.853,2.3787,77.2
2010/11/25,3223.484,2.4031,78.1
2010/11/24,3177.043,2.3734,76.7
2010/11/23,3107.176,2.3564,75.9
2010/11/22,3171.941,2.4021,78
2010/11/19,3178.846,2.4137,78.5
2010/11/18,3147.962,2.4021,78
2010/11/17,3103.906,2.3771,77
2010/11/16,3169.538,2.4153,78.6
2010/11/15,3314.893,2.5229,81.5
2010/11/12,3291.833,2.5042,81.4
2010/11/11,3509.975,2.6334,82.9
2010/11/10,3499.111,2.6058,82.6
2010/11/9,3523.954,2.6239,82.8
2010/11/8,3548.566,2.6476,83.1
2010/11/5,3520.798,2.6321,82.9
2010/11/4,3480.505,2.6025,82.5
2010/11/3,3420.341,2.558,81.8
2010/11/2,3463.131,2.5711,82
2010/11/1,3472.995,2.5795,82.2
2010/10/29,3379.983,2.5723,82
2010/10/28,3397.692,2.6359,83
2010/10/27,3403.872,2.7078,83.5
2010/10/26,3466.084,2.7566,84.2
2010/10/25,3481.081,2.7771,84.3
2010/10/22,3378.655,2.7107,83.5
2010/10/21,3374.685,2.7221,83.7
2010/10/20,3396.879,2.7454,84
2010/10/19,3375.674,2.7418,83.9
2010/10/18,3306.16,2.7029,83.4
2010/10/15,3327.683,2.7157,83.6
2010/10/14,3224.14,2.6191,82.8
2010/10/13,3217.577,2.5963,82.3
2010/10/12,3172.726,2.5751,82.1
2010/10/11,3132.895,2.5419,81.6
2010/10/8,3044.233,2.4702,80.4
2010/9/30,2935.574,2.3875,77.5
2010/9/29,2874.812,2.3471,75.7
2010/9/28,2880.907,2.3428,75.5
2010/9/27,2905.029,2.3597,76
2010/9/21,2857.476,2.3325,75.3
2010/9/20,2849.828,2.3263,75.1
2010/9/17,2861.369,2.332,75.2
2010/9/16,2857.789,2.3335,75.3
2010/9/15,2913.194,2.3684,76.5
2010/9/14,2965.009,2.4008,78
2010/9/13,2962.319,2.404,78.2
2010/9/10,2932.554,2.381,77.3
2010/9/9,2926.46,2.38,77.3
2010/9/8,2980.967,2.4154,78.6
2010/9/7,2983.108,2.4215,78.8
2010/9/6,2975.09,2.421,78.8
2010/9/3,2920.205,2.3784,77.1
2010/9/2,2921.393,2.3827,77.3
2010/9/1,2884.042,2.3645,76.3
2010/8/31,2903.188,2.3765,77
2010/8/30,2915.01,2.3943,77.8
2010/8/27,2858.566,2.36,76.1
2010/8/26,2850.093,2.3911,77.7
2010/8/25,2843.023,2.3875,77.5
2010/8/24,2911.827,2.4385,79.4
2010/8/23,2896.192,2.4335,79.2
2010/8/20,2898.333,2.4417,79.5
2010/8/19,2955.395,2.488,81
2010/8/18,2937.362,2.4645,80.1
2010/8/17,2942.291,2.4721,80.4
2010/8/16,2922.083,2.4649,80.2
2010/8/13,2855.547,2.4161,78.6
2010/8/12,2816.386,2.3896,77.6
2010/8/11,2850.211,2.4204,78.7
2010/8/10,2832.638,2.414,78.5
2010/8/9,2918.241,2.4817,80.8
2010/8/6,2897.659,2.4739,80.6
2010/8/5,2850.829,2.4408,79.4
2010/8/4,2876.434,2.4647,80.1
2010/8/3,2865.971,2.459,79.9
2010/8/2,2917.275,2.504,81.4
2010/7/30,2868.846,2.4721,80.4
2010/7/29,2877.976,2.4836,80.9
2010/7/28,2863.724,2.4977,81.2
2010/7/27,2795.724,2.442,79.5
2010/7/26,2811.055,2.4544,79.9
2010/7/23,2793.076,2.4452,79.6
2010/7/22,2781.286,2.4334,79.1
2010/7/21,2747.335,2.4074,78.3
2010/7/20,2741.503,2.3975,77.9
2010/7/19,2682.472,2.355,75.9
2010/7/16,2616.128,2.3022,74.7
2010/7/15,2608.519,2.2982,74.6
2010/7/14,2653.609,2.3431,75.6
2010/7/13,2634.593,2.327,75.2
2010/7/12,2676.218,2.3608,76.1
2010/7/9,2647.104,2.3466,75.6
2010/7/8,2575.921,2.2947,74.5
2010/7/7,2580.477,2.2908,74.3
2010/7/6,2562.902,2.282,73.9
2010/7/5,2512.651,2.2384,72.6
2010/7/2,2534.105,2.2472,73
2010/7/1,2526.071,2.2351,72.4
2010/6/30,2563.07,2.2479,73.1
2010/6/29,2592.019,2.2713,73.7
2010/6/28,2716.777,2.3647,76.3
2010/6/25,2736.287,2.3778,77.1
2010/6/24,2757.498,2.3786,77.2
2010/6/23,2758.495,2.3803,77.3
2010/6/22,2783.72,2.4032,78.2
2010/6/21,2780.663,2.4025,78.1
2010/6/18,2696.166,2.3303,75.2
2010/6/17,2742.733,2.3619,76.2
2010/6/11,2758.866,2.364,76.2
2010/6/10,2750.023,2.3478,75.7
2010/6/9,2782.133,2.3758,76.8
2010/6/8,2699.336,2.3023,74.7
2010/6/7,2695.715,2.3127,74.9
2010/6/4,2744.391,2.3594,76
2010/6/3,2736.076,2.3515,75.8
2010/6/2,2757.527,2.3606,76.1
2010/6/1,2744.162,2.3687,76.5
2010/5/31,2773.264,2.386,77.4
2010/5/28,2850.302,2.4371,79.4
2010/5/27,2859.979,2.4405,79.4
2010/5/26,2813.944,2.3965,77.8
2010/5/25,2813.943,2.3957,77.8
2010/5/24,2873.469,2.4494,79.7
2010/5/21,2768.791,2.3733,76.7
2010/5/20,2726.022,2.348,75.7
2010/5/19,2762.174,2.3707,76.7
2010/5/18,2771.348,2.3785,77.2
2010/5/17,2714.715,2.341,75.5
2010/5/14,2868.023,2.4579,79.9
2010/5/13,2886.911,2.4764,80.7
2010/5/12,2818.16,2.4287,79
2010/5/11,2800.817,2.4026,78.1
2010/5/10,2858.233,2.4438,79.6
2010/5/7,2836.789,2.4233,78.9
2010/5/6,2896.856,2.4695,80.3
2010/5/5,3036.394,2.5748,82.1
2010/5/4,3019.449,2.5686,81.9
2010/4/30,3067.365,2.6072,82.6
2010/4/29,3060.064,2.6382,83
2010/4/28,3097.353,2.6687,83.3
2010/4/27,3108.409,2.6985,83.4
2010/4/26,3171.997,2.7564,84.2
2010/4/23,3190.003,2.7795,84.4
2010/4/22,3201.541,2.7962,84.5
2010/4/21,3236.679,2.8385,84.7
2010/4/20,3173.374,2.7958,84.5
2010/4/19,3176.423,2.8072,84.6
2010/4/16,3356.332,2.963,85.4
2010/4/15,3394.574,3.0009,85.9
2010/4/14,3403.707,2.9992,85.9
2010/4/13,3391.716,3.0002,85.9
2010/4/12,3351.478,2.9568,85.3
2010/4/9,3379.17,2.9827,85.6
2010/4/8,3346.744,2.9608,85.4
2010/4/7,3386.949,3.0224,86.3
2010/4/6,3405.145,3.0377,86.6
2010/4/2,3407.346,3.0399,86.7
2010/4/1,3391.935,3.032,86.6
2010/3/31,3345.607,2.9981,85.8
2010/3/30,3366.708,3.0302,86.5
2010/3/29,3358.54,3.0268,86.4
2010/3/26,3275.002,2.9729,85.4
2010/3/25,3229.128,2.9577,85.3
2010/3/24,3276.669,2.9943,85.7
2010/3/23,3275.573,3.002,86
2010/3/22,3302.628,3.0263,86.4
2010/3/19,3293.871,3.0236,86.3
2010/3/18,3267.555,3.0021,86
2010/3/17,3273.916,3.0106,86.2
2010/3/16,3203.971,2.9564,85.3
2010/3/15,3183.183,2.9451,85.1
2010/3/12,3233.126,2.9949,85.8
2010/3/11,3276.705,3.0316,86.6
2010/3/10,3279.694,3.026,86.4
2010/3/9,3305.863,3.0458,86.8
2010/3/8,3286.178,3.0252,86.3
2010/3/5,3259.764,3.0068,86.1
2010/3/4,3250.573,3.004,86
2010/3/3,3335.081,3.0696,86.9
2010/3/2,3311.236,3.0523,86.8
2010/3/1,3324.423,3.0692,86.9
2010/2/26,3281.666,3.0319,86.6
2010/2/25,3292.128,3.0441,86.7
2010/2/24,3244.483,3.0082,86.2
2010/2/23,3198.634,2.9733,85.5
2010/2/22,3233.345,3.0069,86.1
2010/2/12,3251.278,3.0268,86.4
2010/2/11,3220.398,2.9958,85.8
2010/2/10,3214.13,2.9896,85.6
2010/2/9,3169.19,2.9551,85.2
2010/2/8,3150.988,2.9412,85
2010/2/5,3153.087,2.9452,85.1
2010/2/4,3218.802,3.0023,86
2010/2/3,3230.715,3.0221,86.3
2010/2/2,3146.189,2.945,85
2010/2/1,3152.707,2.9483,85.1
2010/1/29,3204.155,2.9988,85.8
2010/1/28,3206.57,3.0063,86.1
2010/1/27,3198.566,3.0065,86.1
2010/1/26,3242.797,3.0465,86.8
2010/1/25,3328.014,3.1134,87.2
2010/1/22,3366.197,3.1513,87.4
2010/1/21,3408.574,3.1702,87.6
2010/1/20,3394.434,3.1599,87.5
2010/1/19,3507.482,3.2537,88.6
2010/1/18,3500.684,3.2454,88.5
2010/1/15,3482.738,3.2383,88.3
2010/1/14,3469.051,3.2322,88.2
2010/1/13,3421.144,3.1981,87.8
2010/1/12,3534.916,3.3169,89.5
2010/1/11,3482.052,3.2592,88.7
2010/1/8,3480.13,3.2451,88.5
2010/1/7,3471.456,3.2469,88.5
2010/1/6,3541.727,3.3106,89.4
2010/1/5,3564.038,3.3422,89.7
2010/1/4,3535.229,3.3057,89.3
2009/12/31,3575.684,3.3425,89.7
2009/12/30,3558.857,3.3287,89.6
2009/12/29,3500.737,3.263,88.8
2009/12/28,3478.433,3.2337,88.3
2009/12/25,3424.783,3.1873,87.7
2009/12/24,3438.817,3.2033,87.9
2009/12/23,3336.48,3.1224,87.3
2009/12/22,3305.543,3.0984,87.1
2009/12/21,3396.622,3.1683,87.6
2009/12/18,3391.735,3.1657,87.5
2009/12/17,3480.153,3.2278,88.2
2009/12/16,3560.723,3.2982,89.3
2009/12/15,3583.341,3.3228,89.5
2009/12/14,3612.753,3.3576,89.8
2009/12/11,3575.02,3.2915,89.1
2009/12/10,3577.237,3.2983,89.3
2009/12/9,3554.478,3.2841,89
2009/12/8,3624.019,3.3416,89.7
2009/12/7,3668.832,3.3822,90
2009/12/4,3643.491,3.3717,89.9
2009/12/3,3590.876,3.2986,89.3
2009/12/2,3597.329,3.3093,89.4
2009/12/1,3560.831,3.2765,89
2009/11/30,3511.669,3.2452,88.5
2009/11/27,3382.51,3.1498,87.4
2009/11/26,3485.773,3.2261,88.1
2009/11/25,3629.629,3.3526,89.7
2009/11/24,3548.08,3.2946,89.2
2009/11/23,3665.509,3.4021,90.2
2009/11/20,3631.013,3.3777,90
2009/11/19,3642.437,3.3966,90.2
2009/11/18,3630.229,3.3874,90.1
2009/11/17,3628.354,3.366,89.8
2009/11/16,3625.798,3.3575,89.8
2009/11/13,3518.722,3.2634,88.8
2009/11/12,3499.992,3.2534,88.6
2009/11/11,3495.674,3.2589,88.7
2009/11/10,3503.776,3.2699,88.9
2009/11/9,3495.788,3.2644,88.8
2009/11/6,3483.021,3.2558,88.7
2009/11/5,3464.318,3.2441,88.4
2009/11/4,3453.888,3.2222,88.1
2009/11/3,3435.425,3.2089,88
2009/11/2,3392.803,3.1771,87.6
2009/10/30,3280.372,3.1083,87.1
2009/10/29,3247.051,3.1223,87.2
2009/10/28,3329.327,3.2274,88.2
2009/10/27,3314.722,3.2289,88.2
2009/10/26,3414.239,3.3314,89.6
2009/10/23,3413.252,3.3487,89.7
2009/10/22,3347.32,3.2829,89
2009/10/21,3369.285,3.311,89.4
2009/10/20,3377.574,3.326,89.6
2009/10/19,3329.158,3.2752,89
2009/10/16,3241.709,3.2075,87.9
2009/10/15,3239.643,3.2154,88
2009/10/14,3227.399,3.2044,87.9
2009/10/13,3198.517,3.1749,87.6
2009/10/12,3151.632,3.1315,87.3
2009/10/9,3163.708,3.1516,87.4
2009/9/30,3004.805,3.0082,86.2
2009/9/29,2972.286,2.9799,85.5
2009/9/28,2972.643,2.9853,85.6
2009/9/25,3058.528,3.0677,86.9
2009/9/24,3080.926,3.0823,87
2009/9/23,3060.069,3.0632,86.8
2009/9/22,3131.026,3.1206,87.2
2009/9/21,3208.604,3.188,87.8
2009/9/18,3199.689,3.1856,87.7
2009/9/17,3320.096,3.2918,89.2
2009/9/16,3258.236,3.2163,88
2009/9/15,3302.642,3.2614,88.8
2009/9/14,3293.394,3.2587,88.7
2009/9/11,3238.133,3.2236,88.1
2009/9/10,3162.914,3.1483,87.3
2009/9/9,3194.909,3.1697,87.6
2009/9/8,3170.967,3.1531,87.4
2009/9/7,3104.208,3.096,87.1
2009/9/4,3077.142,3.0769,87
2009/9/3,3051.964,3.0656,86.9
2009/9/2,2890.926,2.9235,85
2009/9/1,2843.7,2.8793,84.9
2009/8/31,2830.271,2.8561,84.8
2009/8/28,3046.781,3.0896,87.1
2009/8/27,3156.301,3.1923,87.8
2009/8/26,3172.386,3.2233,88.1
2009/8/25,3109.83,3.1845,87.7
2009/8/24,3229.6,3.2821,89
2009/8/21,3203.624,3.2857,89.1
2009/8/20,3144.39,3.2512,88.6
2009/8/19,3014.568,3.1196,87.2
2009/8/18,3171.986,3.2556,88.6
2009/8/17,3140.271,3.2149,88
2009/8/14,3344.462,3.4202,90.3
2009/8/13,3440.82,3.5143,90.9
2009/8/12,3397.4,3.4651,90.6
2009/8/11,3556.375,3.6374,91.5
2009/8/10,3544.539,3.6212,91.5
2009/8/7,3555.095,3.6448,91.6
2009/8/6,3663.12,3.7568,91.8
2009/8/5,3740.936,3.8395,92.1
2009/8/4,3786.615,3.895,92.3
2009/8/3,3787.033,3.8968,92.3
2009/7/31,3734.622,3.8465,92.1
2009/7/30,3634.818,3.7478,91.7
2009/7/29,3558.508,3.6715,91.6
2009/7/28,3755.818,3.8502,92.1
2009/7/27,3743.626,3.8513,92.1
2009/7/24,3667.556,3.7798,91.9
2009/7/23,3651.969,3.7296,91.7
2009/7/22,3606.924,3.6889,91.7
2009/7/21,3539.832,3.6007,91.3
2009/7/20,3591.123,3.656,91.6
2009/7/17,3519.809,3.5691,91.2
2009/7/16,3501.24,3.568,91.2
2009/7/15,3493.305,3.5661,91.2
2009/7/14,3454.753,3.5212,90.9
2009/7/13,3361.011,3.4476,90.4
2009/7/10,3398.31,3.4923,90.8
2009/7/9,3396.304,3.5013,90.9
2009/7/8,3352.269,3.4613,90.6
2009/7/7,3340.493,3.4815,90.8
2009/7/6,3374.753,3.5301,91
2009/7/3,3327.135,3.4785,90.7
2009/7/2,3282.359,3.4455,90.4
2009/7/1,3237.903,3.3823,90
2009/6/30,3166.474,3.2964,89.2
2009/6/29,3179.972,3.3166,89.5
2009/6/26,3128.421,3.2671,88.9
2009/6/25,3117.921,3.2435,88.4
2009/6/24,3120.73,3.2387,88.3
2009/6/23,3083.895,3.2009,87.9
2009/6/22,3082.563,3.1931,87.8
2009/6/19,3080.001,3.1592,87.5
2009/6/18,3057.428,3.1273,87.3
2009/6/17,3010.588,3.0676,86.9
2009/6/16,2961.22,3.0303,86.5
2009/6/15,2966.192,3.0456,86.7
2009/6/12,2906.286,2.9742,85.5
2009/6/11,2961.629,3.0276,86.5
2009/6/10,2989.595,3.0443,86.7
2009/6/9,2960.556,3.0149,86.2
2009/6/8,2948.478,2.9867,85.6
2009/6/5,2939.306,2.9582,85.3
2009/6/4,2953.751,2.9744,85.5
2009/6/3,2939.387,2.9558,85.2
2009/6/2,2865.099,2.8869,84.9
2009/6/1,2858.342,2.8865,84.9
2009/5/27,2759.712,2.7744,84.2
2009/5/26,2719.764,2.7178,83.6
2009/5/25,2752.716,2.7464,84
2009/5/22,2740.677,2.7337,83.8
2009/5/21,2750.01,2.7474,84
2009/5/20,2812.865,2.7913,84.4
2009/5/19,2840.084,2.8179,84.6
2009/5/18,2810.573,2.793,84.4
2009/5/15,2796.116,2.7831,84.4
2009/5/14,2792.597,2.7785,84.3
2009/5/13,2814.005,2.8092,84.6
2009/5/12,2788.562,2.7617,84.2
2009/5/11,2725.316,2.7245,83.7
2009/5/8,2789.219,2.7684,84.2
2009/5/7,2767.076,2.7386,83.9
2009/5/6,2764.979,2.7293,83.8
2009/5/5,2727.014,2.7074,83.5
2009/5/4,2714.301,2.7031,83.5
2009/4/30,2622.926,2.6156,82.7
2009/4/29,2605.37,2.615,82.7
2009/4/28,2518.531,2.5662,81.9
2009/4/27,2513.292,2.6014,82.4
2009/4/24,2572.888,2.6521,83.1
2009/4/23,2593.564,2.6739,83.3
2009/4/22,2576.281,2.6706,83.3
2009/4/21,2675.442,2.7477,84
2009/4/20,2707.667,2.7789,84.3
2009/4/17,2650.691,2.7245,83.7
2009/4/16,2687.106,2.7504,84.1
2009/4/15,2686.99,2.7554,84.1
2009/4/14,2676.872,2.7479,84.1
2009/4/13,2656.518,2.7363,83.8
2009/4/10,2595.53,2.6597,83.2
2009/4/9,2517.669,2.594,82.3
2009/4/8,2479.348,2.5591,81.9
2009/4/7,2576.95,2.6615,83.2
2009/4/3,2570.503,2.6434,83
2009/4/2,2576.4,2.6434,83
2009/4/1,2548.222,2.6176,82.8
2009/3/31,2507.789,2.585,82.2
2009/3/30,2484.487,2.5744,82.1
2009/3/27,2498.931,2.6137,82.7
2009/3/26,2479.789,2.5978,82.4
2009/3/25,2401.327,2.5573,81.8
2009/3/24,2451.783,2.6151,82.7
2009/3/23,2439.395,2.6019,82.5
2009/3/20,2379.838,2.5532,81.8
2009/3/19,2382.564,2.5352,81.6
2009/3/18,2332.652,2.4938,81.1
2009/3/17,2322.403,2.4903,81.1
2009/3/16,2241.614,2.4184,78.7
2009/3/13,2205.422,2.3913,77.7
2009/3/12,2215.7,2.3937,77.7
2009/3/11,2220.38,2.4011,78
2009/3/10,2240.782,2.4254,78.9
2009/3/9,2202.527,2.3865,77.4
2009/3/6,2286.576,2.4674,80.3
2009/3/5,2304.919,2.5019,81.3
2009/3/4,2285.149,2.4722,80.5
2009/3/3,2142.154,2.3283,75.2
2009/3/2,2164.666,2.3591,76
2009/2/27,2140.489,2.3527,75.8
2009/2/26,2190.185,2.3812,77.3
2009/2/25,2304.251,2.4654,80.2
2009/2/24,2301.849,2.4602,80
2009/2/23,2410.481,2.5784,82.2
2009/2/20,2344.32,2.5328,81.6
2009/2/19,2298.412,2.4999,81.2
2009/2/18,2275.843,2.4832,80.8
2009/2/17,2385.293,2.6105,82.6
2009/2/16,2462.245,2.6872,83.3
2009/2/13,2399.065,2.6063,82.6
2009/2/12,2318.343,2.5235,81.5
2009/2/11,2331.138,2.5494,81.7
2009/2/10,2326.755,2.5524,81.8
2009/2/9,2296.672,2.5104,81.5
2009/2/6,2237.28,2.4631,80.1
2009/2/5,2150.971,2.369,76.6
2009/2/4,2166.414,2.3784,77.1
2009/2/3,2108.91,2.323,75
2009/2/2,2057.063,2.2698,73.6
2009/1/23,2032.682,2.2523,73.2
2009/1/22,2044.551,2.27,73.7
2009/1/21,2021.71,2.2505,73.2
2009/1/20,2025.19,2.2619,73.4
2009/1/19,2012.465,2.2548,73.2
2009/1/16,1990.214,2.2086,71.2
2009/1/15,1954.874,2.164,69.8
2009/1/14,1955.244,2.1809,70.4
2009/1/13,1876.185,2.1073,68.1
2009/1/12,1920.687,2.1494,69.3
2009/1/9,1918.365,2.1584,69.6
2009/1/8,1887.991,2.1312,68.7
2009/1/7,1931.178,2.1852,70.5
2009/1/6,1942.795,2.2071,71.1
2009/1/5,1882.959,2.1461,69.2
2008/12/31,1817.722,2.0578,67.1
2008/12/30,1833.435,2.0689,67.4
2008/12/29,1854.757,2.0932,67.9
2008/12/26,1862.096,2.1013,68
2008/12/25,1870.765,2.1011,68
2008/12/24,1887.075,2.1144,68.2
2008/12/23,1918.955,2.1501,69.4
2008/12/22,2017.549,2.246,73
2008/12/19,2052.114,2.286,74.1
2008/12/18,2045.102,2.287,74.2
2008/12/17,2001.42,2.2429,72.8
2008/12/16,1994.45,2.2444,72.9
2008/12/15,1975.034,2.2362,72.6
2008/12/12,1960.38,2.2301,72.3
2008/12/11,2046.337,2.3175,75
2008/12/10,2096.393,2.3703,76.6
2008/12/9,2040.847,2.3233,75.1
2008/12/8,2095.036,2.3839,77.4
2008/12/5,2013.175,2.3045,74.7
2008/12/4,1982.928,2.2891,74.3
2008/12/3,1952.668,2.2411,72.8
2008/12/2,1868.631,2.1534,69.5
2008/12/1,1864.205,2.1646,69.8
2008/11/28,1829.924,2.1488,69.3
2008/11/27,1870.473,2.2067,71.1
2008/11/26,1843.495,2.1831,70.4
2008/11/25,1834.294,2.1709,70.1
2008/11/24,1837.642,2.1777,70.3
2008/11/21,1920.735,2.2605,73.3
2008/11/20,1932.428,2.2726,73.7
2008/11/19,1953.163,2.3146,75
2008/11/18,1839.819,2.1872,70.6
2008/11/17,1987.225,2.3338,75.3
2008/11/14,1943.654,2.2828,74
2008/11/13,1874.082,2.2192,71.9
2008/11/12,1801.823,2.1446,69.1
2008/11/11,1781.361,2.1307,68.7
